title,genre,budget,revenue,roi,success,popularity,runtime,vote_average,has_missing,is_duplicate_title,invalid_budget_flag,invalid_revenue_flag,budget_outlier_flag,revenue_outlier_flag,popularity_outlier_flag,runtime_outlier_flag,vote_average_outlier_flag
Movie 20,Comedy,5521373,11491917,1.0813513233030987,1,46.84835666991364,152,5.154004608475582,False,False,False,False,False,False,False,False,False
Movie 21,Horror,107683173,154215397,0.43212159062214855,1,28.56729709098373,147,7.850146934988443,False,False,False,False,False,False,False,False,False
Movie 22,Unknown,4344769,7740371,0.7815379828018475,1,65.81619846027361,130,5.328350845565742,False,False,False,False,False,False,False,False,False
Movie 23,Thriller,107328085,164488655,0.5325779361478405,1,82.55297218411317,103,7.775790537603645,False,False,False,False,False,False,False,False,False
Movie 24,Horror,31349564,21092988,-0.32716805886040395,0,7.250888999811741,93,4.834536765074248,False,False,False,False,False,False,False,False,False
Movie 25,Comedy,100052376,159374777,0.5929134656432347,1,77.90225785731549,148,3.4370717852711987,False,False,False,False,False,False,False,False,False
Movie 26,Science Fiction,178077808,132397908,-0.256516522260876,0,82.34314536321534,97,8.595838162799573,False,False,False,False,False,False,False,False,False
Movie 27,Drama,107406362,162457707,0.512551993893993,1,46.69076983127207,121,5.367306775688239,False,False,False,False,False,False,False,False,False
Movie 28,Adventure,107777086,213646086,0.9822959956441947,1,98.34726002502828,136,7.756155437096267,False,False,False,False,False,False,False,False,False
Movie 29,Animation,63250665,123246276,0.9485372367231237,1,78.8841257300236,162,4.674864799333827,False,False,False,False,False,False,False,False,False
Movie 30,Science Fiction,182009883,392513995,1.1565531966195484,1,77.59259392467091,91,6.878190672741936,False,False,False,False,False,False,False,False,False
Movie 31,Thriller,156716283,115680715,-0.2618462307455314,0,75.0360188667951,161,8.239865239546369,False,False,False,False,False,False,False,False,False
Movie 32,Adventure,195438926,416345129,1.1303081096546754,1,15.910202218609124,96,3.249864134039882,False,False,False,False,False,False,False,False,False
Movie 33,Animation,80757501,103399493,0.28037014171599983,1,22.50585775884807,109,7.983814588116536,False,False,False,False,False,False,False,False,False
Movie 34,Science Fiction,121716221,182284021,0.49761485776000225,1,46.93502301497808,167,6.427998029831572,False,False,False,False,False,False,False,False,False
Movie 35,Unknown,152079598,402245310,1.6449656317476589,1,27.13643064598712,154,6.644830523451415,False,False,False,False,False,False,False,False,False
Movie 36,Animation,53286002,27845986,-0.47742399589295514,0,42.10885626107,178,6.138948004835896,False,False,False,False,False,False,False,False,False
Movie 37,Science Fiction,33049003,65140628,0.9710315618295656,1,88.95794688236914,102,8.246850619701855,False,False,False,False,False,False,False,False,False
Movie 38,Animation,62136438,124073104,0.9967849460569336,1,82.60836229604766,160,3.260600143413825,False,False,False,False,False,False,False,False,False
Movie 39,Animation,197412659,294470482,0.4916494387525574,1,63.37394796951824,80,4.5661703492150885,False,False,False,False,False,False,False,False,False
Movie 40,Science Fiction,129482111,141468223,0.0925696368975634,1,85.95391903085925,158,8.254575233154931,False,False,False,False,False,False,False,False,False
Movie 41,Romance,126683192,137664736,0.08668509078931323,1,78.59346651270768,111,7.514074215191735,False,False,False,False,False,False,False,False,False
Movie 42,Animation,194466162,526862150,1.7092741718222422,1,43.46950825224816,88,3.105870961071635,False,False,False,False,False,False,False,False,False
Movie 43,Action,196524628,315434003,0.6050609341440911,1,20.90545005294457,94,6.102037699258252,False,False,False,False,False,False,False,False,False
Movie 44,Action,56831368,75427921,0.32722339184233606,1,51.90590296092458,107,6.177436084276049,False,False,False,False,False,False,False,False,False
Movie 45,Horror,11959014,19396850,0.6219439161121477,1,73.88665937032646,103,5.405292810767462,False,False,False,False,False,False,False,False,False
Movie 46,Adventure,57972561,126001970,1.1734760001373754,1,44.20554027422971,139,4.784359992371938,False,False,False,False,False,False,False,False,False
Movie 47,Romance,49900483,43133549,-0.13560858719543856,0,67.01041906860583,114,7.090349102474052,False,False,False,False,False,False,False,False,False
Movie 48,Drama,21193880,34410056,0.6235845442174817,1,10.33841520281332,165,4.246742788228523,False,False,False,False,False,False,False,False,False
Movie 49,Romance,121826171,239962340,0.9697109252493867,1,75.05246890076894,106,7.793691372430237,False,False,False,False,False,False,False,False,False
Movie 50,Animation,4385357,12592370,1.8714583556139215,1,81.45864836941314,162,7.81822296460483,False,False,False,False,False,False,False,False,False
Movie 51,Horror,45738553,51744914,0.13131943636258017,1,70.97694772227358,155,5.491568625436923,False,False,False,False,False,False,False,False,False
Movie 52,Romance,69574553,97274052,0.3981268697479091,1,96.75909516511018,99,4.701288065457886,False,False,False,False,False,False,False,False,False
Movie 53,Adventure,152063092,220247646,0.4483964721695913,1,82.8385536886034,144,4.703269089544279,False,False,False,False,False,False,False,False,False
Movie 54,Horror,187375041,377344363,1.0138453925675193,1,90.40627905977728,164,5.89374794397726,False,False,False,False,False,False,False,False,False
Movie 55,Unknown,12392366,17248068,0.3918300992724069,1,93.42353726230716,128,7.317475348496153,False,False,False,False,False,False,False,False,False
Movie 56,Thriller,89883975,164827418,0.8337798033520436,1,80.33345119550705,80,5.153212145963153,False,False,False,False,False,False,False,False,False
Movie 57,Action,148697582,364974620,1.4544758232854116,1,67.75162535864341,89,6.660260072746509,False,False,False,False,False,False,False,False,False
Movie 58,Horror,148405005,335909384,1.2634639849242282,1,1.5661395547181396,126,5.294906763495566,False,False,False,False,False,False,False,False,False
Movie 59,Comedy,69979792,113081858,0.6159216077692828,1,47.11674956908934,138,4.8271391349083,False,False,False,False,False,False,False,False,False
Movie 60,Thriller,38709731,102988804,1.6605404207019676,1,57.54506756361374,175,3.1491570954947647,False,False,False,False,False,False,False,False,False
Movie 61,Action,162156967,307344308,0.8953506203652662,1,31.09899697235196,141,3.023484634412344,False,False,False,False,False,False,False,False,False
Movie 62,Thriller,24027075,44444432,0.8497645676804189,1,32.492340243443735,165,4.363246066992026,False,False,False,False,False,False,False,False,False
Movie 63,Adventure,87191493,51047952,-0.41453058958400907,0,96.15478215530636,97,5.438437720805973,False,False,False,False,False,False,False,False,False
Movie 64,Drama,88796277,263434796,1.9667324453253823,1,89.27937565507185,125,8.107567004172362,False,False,False,False,False,False,False,False,False
Movie 65,Unknown,23335235,18841499,-0.19257299101551795,0,85.06872154466872,111,7.790905457582553,False,False,False,False,False,False,False,False,False
Movie 66,Unknown,135489564,146034348,0.0778272782691957,1,41.19516836890495,106,4.602991575527939,False,False,False,False,False,False,False,False,False
Movie 67,Comedy,138802430,87340331,-0.37075791108268064,0,2.35615649048254,171,4.467242657905796,False,False,False,False,False,False,False,False,False
Movie 68,Unknown,128924625,270742668,1.1000074113071883,1,8.942002399115694,97,4.363932426420165,False,False,False,False,False,False,False,False,False
Movie 69,Animation,108944665,115672318,0.06175293668579365,1,31.90744045354276,118,5.035424043173202,False,False,False,False,False,False,False,False,False
Movie 70,Animation,53631083,50950928,-0.049973911584071495,0,2.558548386572021,128,5.9891923173701125,False,False,False,False,False,False,False,False,False
Movie 71,Drama,9585377,6914785,-0.27861105515203,0,2.697828409604613,172,5.632006632189453,False,False,False,False,False,False,False,False,False
Movie 72,Romance,87544585,66382641,-0.24172761799030745,0,91.74372686259868,161,4.309639192688962,False,False,False,False,False,False,False,False,False
Movie 73,Animation,86157821,169013794,0.9616767466763116,1,70.90969170978636,123,3.782708459661708,False,False,False,False,False,False,False,False,False
Movie 74,Animation,153041741,339832195,1.2205196620182202,1,31.586643016747114,151,3.075466874917172,False,False,False,False,False,False,False,False,False
Movie 75,Horror,171819422,256603281,0.4934474695183179,1,14.131813182494364,133,3.923779431999023,False,False,False,False,False,False,False,False,False
Movie 76,Romance,61304654,104202138,0.699742698164482,1,51.65193607161263,174,7.23213822116471,False,False,False,False,False,False,False,False,False
Movie 77,Science Fiction,112636935,249481725,1.2149193335205721,1,1.529269924582081,113,4.4618314160734975,False,False,False,False,False,False,False,False,False
Movie 78,Thriller,35119117,19085465,-0.4565505448214999,0,93.90296064195626,150,5.811610860729059,False,False,False,False,False,False,False,False,False
Movie 79,Science Fiction,37433622,48956688,0.30782663777499275,1,42.06669681950577,115,6.547806893539468,False,False,False,False,False,False,False,False,False
Movie 80,Romance,90482491,265362016,1.9327443692946076,1,40.831160568495946,97,8.321045416989643,False,False,False,False,False,False,False,False,False
Movie 81,Romance,195249720,380791736,0.9502805740259193,1,39.66876715059644,117,8.333130590360517,False,False,False,False,False,False,False,False,False
Movie 82,Drama,102670589,116588762,0.135561441066633,1,7.863504708388711,138,7.474402402088154,False,False,False,False,False,False,False,False,False
Movie 83,Drama,56105831,101233160,0.8043251155125035,1,64.19390173939084,88,3.2109419522910088,False,False,False,False,False,False,False,False,False
Movie 84,Science Fiction,138584340,188008188,0.35663371489159595,1,73.56735834320698,152,6.450422514512489,False,False,False,False,False,False,False,False,False
Movie 85,Drama,59743503,109367201,0.8306124600695075,1,67.93641436124074,151,7.719500824989039,False,False,False,False,False,False,False,False,False
Movie 86,Animation,92693393,75485214,-0.18564623047081683,0,14.705113839610036,130,3.1037282685801797,False,False,False,False,False,False,False,False,False
Movie 87,Romance,171476398,142631775,-0.16821337126523966,0,58.30517663552367,114,6.29810768193947,False,False,False,False,False,False,False,False,False
Movie 88,Romance,70739572,60755099,-0.1411440968288584,0,57.37896393305313,161,8.146584874716176,False,False,False,False,False,False,False,False,False
Movie 89,Horror,105157975,299652852,1.8495494706892177,1,86.97266800619683,84,5.844612455053602,False,False,False,False,False,False,False,False,False
Movie 90,Drama,191066585,445614526,1.332247294837033,1,38.533638179189055,93,3.024637217384691,False,False,False,False,False,False,False,False,False
Movie 91,Animation,120208152,108903144,-0.09404526907626032,0,37.77710842228399,171,3.0660801500136445,False,False,False,False,False,False,False,False,False
Movie 92,Animation,133862715,129963656,-0.029127296573956386,0,62.23417881310037,109,5.499816224482503,False,False,False,False,False,False,False,False,False
Movie 93,Comedy,192273147,447433781,1.3270736864779147,1,63.67419269645179,83,3.930052004500528,False,False,False,False,False,False,False,False,False
Movie 94,Adventure,184378299,164172209,-0.10959039165449726,0,47.45923750525325,118,6.986703942559558,False,False,False,False,False,False,False,False,False
Movie 95,Romance,112665644,122400319,0.08640322510383024,1,44.86287687071169,163,7.252795589436924,False,False,False,False,False,False,False,False,False
Movie 96,Comedy,69394024,201823295,1.9083670807157689,1,49.92061939315038,143,4.067278772763771,False,False,False,False,False,False,False,False,False
Movie 97,Comedy,199743196,227360951,0.1382663117095613,1,86.24348465082788,104,8.33119973114691,False,False,False,False,False,False,False,False,False
Movie 98,Unknown,173945196,374692020,1.1540808749900744,1,46.65552322413709,107,5.651447069873555,False,False,False,False,False,False,False,False,False
Movie 99,Science Fiction,52757120,155452980,1.9465782059369428,1,94.05324740501244,155,3.8570754455515424,False,False,False,False,False,False,False,False,False
Movie 100,Animation,68157848,97857079,0.435741911921867,1,50.89637259603628,145,7.585509588416373,False,False,False,False,False,False,False,False,False
Movie 101,Romance,96540567,52497792,-0.45621003033885227,0,94.97086862490823,157,7.739847000100637,False,False,False,False,False,False,False,False,False
Movie 102,Action,86390464,95925226,0.11036822304832163,1,83.4503582850385,101,6.835772835992745,False,False,False,False,False,False,False,False,False
Movie 103,Thriller,49170987,126723122,1.5771929695045577,1,36.88070093896708,110,8.12079331921532,False,False,False,False,False,False,False,False,False
Movie 104,Romance,187780295,499781403,1.661522088885844,1,86.50050070836498,102,7.424237832184028,False,False,False,False,False,False,False,False,False
Movie 105,Science Fiction,24717335,59848043,1.421298372174832,1,11.896265135910406,127,8.293234423361945,False,False,False,False,False,False,False,False,False
Movie 106,Comedy,61472382,48119016,-0.21722545256176992,0,92.57967035895844,99,5.603328290912877,False,False,False,False,False,False,False,False,False
Movie 107,Adventure,13719242,34144119,1.488775910505843,1,63.53270799320627,117,7.485582768596655,False,False,False,False,False,False,False,False,False
Movie 108,Horror,49715250,139038365,1.7966944750353262,1,6.384684103708807,134,8.998509380574266,False,False,False,False,False,False,False,False,False
Movie 109,Science Fiction,84139152,168406519,1.0015238446900439,1,64.78141564143034,147,7.3495871851177155,False,False,False,False,False,False,False,False,False
Movie 110,Unknown,103400391,294917394,1.8521883829240064,1,97.45051776033084,158,3.685102681422793,False,False,False,False,False,False,False,False,False
Movie 111,Horror,179271906,460208409,1.567097205961541,1,7.910264806848263,167,6.109912334575098,False,False,False,False,False,False,False,False,False
Movie 112,Comedy,173552610,376162923,1.1674287871556641,1,55.91408326822855,168,6.524086747458168,False,False,False,False,False,False,False,False,False
Movie 113,Romance,92355424,179443180,0.9429630900725441,1,75.03164062617788,80,4.0452640504283455,False,False,False,False,False,False,False,False,False
Movie 114,Romance,187659194,257362230,0.37143416485099046,1,81.2156000832536,86,8.777349805068226,False,False,False,False,False,False,False,False,False
Movie 115,Animation,50583876,45435378,-0.10178140560047237,0,41.96891906675879,136,4.053478665807698,False,False,False,False,False,False,False,False,False
Movie 116,Science Fiction,198421286,399299981,1.0123848053277913,1,21.212489357656057,174,4.065347518279337,False,False,False,False,False,False,False,False,False
Movie 117,Animation,112999993,146366504,0.29527887669869146,1,5.191885598466,91,8.49100282784733,False,False,False,False,False,False,False,False,False
Movie 118,Science Fiction,172625499,460236267,1.6660966639696724,1,58.39288955262525,84,5.791232598730026,False,False,False,False,False,False,False,False,False
Movie 119,Romance,162226952,483978535,1.9833423425227148,1,45.83819595649347,129,3.379129675647097,False,False,False,False,False,False,False,False,False
Movie 120,Science Fiction,52327755,124596016,1.3810693961550615,1,94.92569511982138,121,6.589124999631172,False,False,False,False,False,False,False,False,False
Movie 121,Romance,80018913,58110073,-0.27379577125722765,0,6.999885863776068,91,6.610958091798287,False,False,False,False,False,False,False,False,False
Movie 122,Unknown,142347872,173908386,0.22171398529933767,1,68.85413900115456,97,3.387004552119371,False,False,False,False,False,False,False,False,False
Movie 123,Drama,5545583,4285482,-0.22722606441919632,0,3.47165598988566,145,8.835134973801972,False,False,False,False,False,False,False,False,False
Movie 124,Action,189296765,402497758,1.1262791152294653,1,17.971983494343732,153,6.264179791767454,False,False,False,False,False,False,False,False,False
Movie 125,Drama,55474455,133858592,1.4129771441648233,1,45.90432099236058,158,6.3587743330785855,False,False,False,False,False,False,False,False,False
Movie 126,Unknown,176760164,497436169,1.8141870755449174,1,46.03237183748395,173,6.120692487014367,False,False,False,False,False,False,False,False,False
Movie 127,Adventure,181844642,290120554,0.5954308623511712,1,68.88435375043075,96,6.66439067786772,False,False,False,False,False,False,False,False,False
Movie 128,Drama,124685547,343314063,1.7534391215366765,1,91.1110904519079,147,4.58579851664253,False,False,False,False,False,False,False,False,False
Movie 129,Romance,54933927,148031985,1.694727886466227,1,64.26418373257715,150,4.723448087849045,False,False,False,False,False,False,False,False,False
Movie 130,Horror,107179285,138581667,0.292989284263279,1,95.39997468729938,141,6.068034538776796,False,False,False,False,False,False,False,False,False
Movie 131,Action,53453338,142840766,1.6722515626619987,1,88.27994834792176,120,7.840115128581477,False,False,False,False,False,False,False,False,False
Movie 132,Comedy,150099456,216020229,0.43918062567795046,1,58.86547975754824,174,3.299187458965073,False,False,False,False,False,False,False,False,False
Movie 133,Animation,35045666,43532786,0.2421731691445099,1,83.5454031409639,113,6.620425273321476,False,False,False,False,False,False,False,False,False
Movie 134,Science Fiction,147939822,314029884,1.1226866421402075,1,64.61518342203976,149,7.840668855037884,False,False,False,False,False,False,False,False,False
Movie 135,Action,111573005,147382703,0.32095306566315035,1,8.777225261448987,124,3.941503632223363,False,False,False,False,False,False,False,False,False
Movie 136,Comedy,157396162,326679176,1.0755218669182036,1,74.31590760269148,137,3.0901352518833978,False,False,False,False,False,False,False,False,False
Movie 137,Comedy,47321408,95805953,1.0245795095530548,1,10.395935685467276,130,4.876279770848749,False,False,False,False,False,False,False,False,False
Movie 138,Action,148014660,282500383,0.9085973173197844,1,59.81419527640153,113,6.528862240377589,False,False,False,False,False,False,False,False,False
Movie 139,Drama,91053374,132122931,0.45104926040412296,1,70.56138037996466,123,3.829699040428486,False,False,False,False,False,False,False,False,False
Movie 140,Unknown,27063245,50642078,0.8712492903197676,1,7.586233212874669,94,5.556734225834913,False,False,False,False,False,False,False,False,False
Movie 141,Thriller,174660954,347787282,0.9912136859163153,1,23.848670738726643,157,6.313928984245668,False,False,False,False,False,False,False,False,False
Movie 142,Comedy,98636744,183880316,0.8642172130093831,1,91.65155099390331,149,6.593298568543903,False,False,False,False,False,False,False,False,False
Movie 143,Adventure,100483854,161884375,0.6110486267773925,1,62.01513473105674,129,4.646470326002251,False,False,False,False,False,False,False,False,False
Movie 144,Adventure,110174313,59126988,-0.4633323649587903,0,25.382315862242628,111,5.400177815917749,False,False,False,False,False,False,False,False,False
Movie 145,Animation,8887739,17487997,0.9676542031668571,1,69.37729734365266,146,7.670035374405352,False,False,False,False,False,False,False,False,False
Movie 146,Horror,195954700,180496022,-0.07888903915037507,0,60.08086557620727,82,8.647288164724113,False,False,False,False,False,False,False,False,False
Movie 147,Romance,62071026,130748887,1.1064399193272558,1,50.65599429187689,165,8.171281986709543,False,False,False,False,False,False,False,False,False
Movie 148,Comedy,135987326,326146674,1.39836081488947,1,97.64251052382028,165,6.385701010400592,False,False,False,False,False,False,False,False,False
Movie 149,Thriller,90178975,157913600,0.7511132722455539,1,68.66192396334338,153,5.461756817663679,False,False,False,False,False,False,False,False,False
Movie 150,Unknown,50007334,92809069,0.8559091552451087,1,38.16866985712336,130,4.99773968622851,False,False,False,False,False,False,False,False,False
Movie 151,Horror,163651376,471102626,1.8786963942179136,1,80.20726977560993,146,3.7497393965041086,False,False,False,False,False,False,False,False,False
Movie 152,Adventure,8971379,23486338,1.6179183824471133,1,88.57374599919758,155,3.639307483296678,False,False,False,False,False,False,False,False,False
Movie 153,Adventure,4331068,12064585,1.7855912213800385,1,13.396835392166311,172,7.1301457494819465,False,False,False,False,False,False,False,False,False
Movie 154,Action,37810847,95828405,1.5344157193833823,1,20.85474480668138,127,4.558766497026962,False,False,False,False,False,False,False,False,False
Movie 155,Comedy,35428803,27361517,-0.2277041648852771,0,22.40647390365019,96,4.527970118594681,False,False,False,False,False,False,False,False,False
Movie 156,Thriller,140871965,122907921,-0.1275203621955582,0,69.42996912926749,86,8.989170326866713,False,False,False,False,False,False,False,False,False
Movie 157,Science Fiction,62553124,113631471,0.8165594894988778,1,60.700915950275046,92,4.127555747242773,False,False,False,False,False,False,False,False,False
Movie 158,Animation,181033766,201884175,0.11517414381138158,1,62.28016490516023,145,3.888358556932978,False,False,False,False,False,False,False,False,False
Movie 159,Animation,152968492,258782715,0.6917386817149247,1,94.1365566692606,83,3.592111366559524,False,False,False,False,False,False,False,False,False
Movie 160,Drama,172116174,255749713,0.48591330527716703,1,77.8152417479233,89,6.478832071000777,False,False,False,False,False,False,False,False,False
Movie 161,Adventure,24841962,46542300,0.873535592720092,1,13.665755526666535,167,6.767182956012609,False,False,False,False,False,False,False,False,False
Movie 162,Drama,67834972,160578219,1.3671892869654314,1,35.40320116009292,96,5.191367557541292,False,False,False,False,False,False,False,False,False
Movie 163,Romance,178374243,408249993,1.2887272631620923,1,44.10397097139783,131,6.212480013068807,False,False,False,False,False,False,False,False,False
Movie 164,Science Fiction,23993420,43262183,0.8030853042209072,1,40.20019728601289,85,7.730397185669475,False,False,False,False,False,False,False,False,False
Movie 165,Science Fiction,63190751,161514519,1.555983533096481,1,67.26155230702604,162,7.90862500993049,False,False,False,False,False,False,False,False,False
Movie 166,Animation,157188486,247910642,0.5771552249698493,1,89.29741722239969,148,8.74747245429389,False,False,False,False,False,False,False,False,False
Movie 167,Thriller,171731194,470850136,1.7417857235651666,1,31.299094888756013,175,7.945607915537247,False,False,False,False,False,False,False,False,False
Movie 168,Unknown,32288562,21898124,-0.32179934182265535,0,55.63583650569738,153,6.38904862030456,False,False,False,False,False,False,False,False,False
Movie 169,Comedy,156569237,451960599,1.8866500703455558,1,79.15153276944498,88,4.077941795021076,False,False,False,False,False,False,False,False,False
Movie 170,Horror,24484187,52316163,1.1367327001709306,1,42.205587825689584,170,3.5985813462170544,False,False,False,False,False,False,False,False,False
Movie 171,Adventure,196995197,285679730,0.45018627027744235,1,17.64369471153029,156,3.327071339465155,False,False,False,False,False,False,False,False,False
Movie 172,Animation,37093880,36829968,-0.007114704635912986,0,48.02014556111108,162,6.999154990712302,False,False,False,False,False,False,False,False,False
Movie 173,Drama,185658932,315241082,0.6979580707703307,1,6.467029553559819,100,7.8452175323879585,False,False,False,False,False,False,False,False,False
Movie 174,Thriller,82752859,81627073,-0.013604194629698535,0,94.2959619462254,103,6.052103704104474,False,False,False,False,False,False,False,False,False
Movie 175,Drama,133888171,122618672,-0.08417098326035091,0,8.407299314302332,83,3.32828504900184,False,False,False,False,False,False,False,False,False
Movie 176,Thriller,179283859,366344943,1.0433793931220545,1,44.40721480980724,103,6.212823447548029,False,False,False,False,False,False,False,False,False
Movie 177,Unknown,76415325,138136885,0.807711803882271,1,53.45824484776409,138,8.614495569147302,False,False,False,False,False,False,False,False,False
Movie 178,Adventure,36563453,79534288,1.1752400682725452,1,98.54507939644128,178,6.585679145594763,False,False,False,False,False,False,False,False,False
Movie 179,Unknown,169973642,480008062,1.8240146904659489,1,17.43616054064322,82,7.856564930776889,False,False,False,False,False,False,False,False,False
Movie 180,Thriller,51873983,94963134,0.8306505208979229,1,12.328720342623498,147,7.800915890350503,False,False,False,False,False,False,False,False,False
Movie 181,Thriller,91586459,178807003,0.9523301255702002,1,1.8619085591918143,119,8.592774598683917,False,False,False,False,False,False,False,False,False
Movie 182,Animation,189110296,136928306,-0.27593415643535346,0,16.40157225006093,127,7.62137259389924,False,False,False,False,False,False,False,False,False
Movie 183,Romance,24637222,56519991,1.2940894472599225,1,21.52002492769909,133,7.486203084078538,False,False,False,False,False,False,False,False,False
Movie 184,Drama,137702141,206520578,0.4997630138517599,1,63.42751321672614,114,4.404615989823844,False,False,False,False,False,False,False,False,False
Movie 185,Horror,96057280,282582564,1.9418130931877313,1,22.75097224874864,174,3.3595509319264885,False,False,False,False,False,False,False,False,False
Movie 186,Thriller,174667704,446788640,1.5579350376071812,1,3.031560658203196,135,6.105596790322847,False,False,False,False,False,False,False,False,False
Movie 187,Adventure,98453338,177826675,0.806202599245543,1,82.83521620474639,168,3.746605247680531,False,False,False,False,False,False,False,False,False
Movie 188,Thriller,3235000,2614063,-0.1919434312210201,0,37.19397439939271,119,8.773175257667948,False,False,False,False,False,False,False,False,False
Movie 189,Action,24685747,65381175,1.6485394588221292,1,36.01597197149266,156,4.739548575798171,False,False,False,False,False,False,False,False,False
Movie 190,Animation,173094412,432641302,1.4994527379659142,1,30.94542388762473,147,8.117665220305758,False,False,False,False,False,False,False,False,False
Movie 191,Science Fiction,30859174,29669948,-0.03853719480631594,0,97.56195443749569,125,5.325747751214756,False,False,False,False,False,False,False,False,False
Movie 192,Action,171320581,212128410,0.23819571917048307,1,17.841426313618868,157,4.939165499144265,False,False,False,False,False,False,False,False,False
Movie 193,Action,47159303,117120984,1.4835181300283424,1,89.92556833137027,92,8.610951434259727,False,False,False,False,False,False,False,False,False
Movie 194,Horror,147412954,141969158,-0.036928884825142304,0,77.90352988184891,106,5.179935432517344,False,False,False,False,False,False,False,False,False
Movie 195,Romance,183153864,511801718,1.7943812203710865,1,8.571515594431995,85,5.3417274519788185,False,False,False,False,False,False,False,False,False
Movie 196,Unknown,149639396,233634766,0.561318558115538,1,98.68618104858402,96,3.636550677677455,False,False,False,False,False,False,False,False,False
Movie 197,Science Fiction,22200096,15930731,-0.2824026076283634,0,27.865230390362044,115,7.022679991695056,False,False,False,False,False,False,False,False,False
Movie 198,Action,84375337,214260335,1.5393716057098534,1,10.759709775218822,178,4.733036486865081,False,False,False,False,False,False,False,False,False
Movie 199,Science Fiction,108868843,156093339,0.43377420663871663,1,83.10210917845018,160,6.513625007037043,False,False,False,False,False,False,False,False,False
Movie 200,Horror,24234510,44015879,0.8162479455949387,1,70.96087783409229,81,6.548110224319257,False,False,False,False,False,False,False,False,False
Movie 201,Science Fiction,186933626,145950458,-0.2192391432026253,0,62.10466178191218,156,7.315198173574602,False,False,False,False,False,False,False,False,False
Movie 202,Science Fiction,46968757,23787798,-0.49353997168798824,0,16.44210550619438,131,7.471448917034648,False,False,False,False,False,False,False,False,False
Movie 203,Animation,135278815,283404114,1.0949630139796833,1,48.37111550934023,145,6.086714606409236,False,False,False,False,False,False,False,False,False
Movie 204,Unknown,81705119,146083680,0.7879379136575274,1,78.27504666183417,131,4.985951685620418,False,False,False,False,False,False,False,False,False
Movie 205,Science Fiction,67653416,134213987,0.9838464180433993,1,31.058769876240184,171,8.024705369008403,False,False,False,False,False,False,False,False,False
Movie 206,Science Fiction,124850419,310173340,1.4843596239753107,1,31.857293022989104,122,4.8591938964509085,False,False,False,False,False,False,False,False,False
Movie 207,Unknown,11274621,23862902,1.1165147812950875,1,1.3109496987640896,169,6.045054566815988,False,False,False,False,False,False,False,False,False
Movie 208,Science Fiction,148240432,138891442,-0.06306639743197726,0,18.25009676289257,101,5.407515499222368,False,False,False,False,False,False,False,False,False
Movie 209,Animation,17816569,24977605,0.40193125848192207,1,87.6651568870616,134,8.13047031581813,False,False,False,False,False,False,False,False,False
